i_e_op,V_cell_op,,,,,,,,,,,,,,,
0.000371,1.526042256,,,,,,,,,,,,,,,
0.000371,1.526051727,,,,,,,,,,,,,,,
0.000372,1.526061199,,,,,,,,,,,,,,,
0.000372,1.52607067,,,,,,,,,,,,,,,
0.000373,1.526080142,,,,,,,,,,,,,,,
0.000373,1.526089614,,,,,,,,,,,,,,,
0.000374,1.526099085,,,,,,,,,,,,,,,
0.000374,1.526108557,,,,,,,,,,,,,,,
0.000375,1.526118029,,,,,,,,,,,,,,,
0.000375,1.526127501,,,,,,,,,,,,,,,
0.000376,1.526136973,,,,,,,,,,,,,,,
0.000376,1.526146446,,,,,,,,,,,,,,,
0.000377,1.526155918,,,,,,,,,,,,,,,
0.000377,1.52616539,,,,,,,,,,,,,,,
0.000378,1.526174863,,,,,,,,,,,,,,,
0.000378,1.526184336,,,,,,,,,,,,,,,
0.000379,1.526193808,,,,,,,,,,,,,,,
0.000379,1.526203281,,,,,,,,,,,,,,,
0.00038,1.526212754,,,,,,,,,,,,,,,
0.00038,1.526222227,,,,,,,,,,,,,,,
0.000381,1.5262317,,,,,,,,,,,,,,,
0.000381,1.526241174,,,,,,,,,,,,,,,
0.000382,1.526250647,,,,,,,,,,,,,,,
0.000382,1.526260121,,,,,,,,,,,,,,,
0.000383,1.526269594,,,,,,,,,,,,,,,
0.000383,1.526279068,,,,,,,,,,,,,,,
0.000384,1.526288542,,,,,,,,,,,,,,,
0.000384,1.526298016,,,,,,,,,,,,,,,
0.000385,1.52630749,,,,,,,,,,,,,,,
0.000385,1.526316964,,,,,,,,,,,,,,,
0.000386,1.526326438,,,,,,,,,,,,,,,
0.000386,1.526335912,,,,,,,,,,,,,,,
0.000387,1.526345387,,,,,,,,,,,,,,,
0.000387,1.526354861,,,,,,,,,,,,,,,
0.000388,1.526364336,,,,,,,,,,,,,,,
0.000388,1.52637381,,,,,,,,,,,,,,,
0.000389,1.526383285,,,,,,,,,,,,,,,
0.00039,1.52639276,,,,,,,,,,,,,,,
0.00039,1.526402235,,,,,,,,,,,,,,,
0.000391,1.52641171,,,,,,,,,,,,,,,
0.000391,1.526421186,,,,,,,,,,,,,,,
0.000392,1.526430661,,,,,,,,,,,,,,,
0.000392,1.526440136,,,,,,,,,,,,,,,
0.000393,1.526449612,,,,,,,,,,,,,,,
0.000393,1.526459088,,,,,,,,,,,,,,,
0.000394,1.526468563,,,,,,,,,,,,,,,
0.000394,1.526478039,,,,,,,,,,,,,,,
0.000395,1.526487515,,,,,,,,,,,,,,,
0.000395,1.526496991,,,,,,,,,,,,,,,
0.000396,1.526506467,,,,,,,,,,,,,,,
0.000396,1.526515944,,,,,,,,,,,,,,,
0.000397,1.52652542,,,,,,,,,,,,,,,
0.000397,1.526534897,,,,,,,,,,,,,,,
0.000398,1.526544373,,,,,,,,,,,,,,,
0.000398,1.52655385,,,,,,,,,,,,,,,
0.000399,1.526563327,,,,,,,,,,,,,,,
0.0004,1.526572804,,,,,,,,,,,,,,,
0.0004,1.526582281,,,,,,,,,,,,,,,
0.000401,1.526591758,,,,,,,,,,,,,,,
0.000401,1.526601235,,,,,,,,,,,,,,,
0.000402,1.526610712,,,,,,,,,,,,,,,
0.000402,1.52662019,,,,,,,,,,,,,,,
0.000403,1.526629667,,,,,,,,,,,,,,,
0.000403,1.526639145,,,,,,,,,,,,,,,
0.000404,1.526648623,,,,,,,,,,,,,,,
0.000404,1.526658101,,,,,,,,,,,,,,,
0.000405,1.526667579,,,,,,,,,,,,,,,
0.000405,1.526677057,,,,,,,,,,,,,,,
0.000406,1.526686535,,,,,,,,,,,,,,,
0.000407,1.526696014,,,,,,,,,,,,,,,
0.000407,1.526705492,,,,,,,,,,,,,,,
0.000408,1.52671497,,,,,,,,,,,,,,,
0.000408,1.526724449,,,,,,,,,,,,,,,
0.000409,1.526733928,,,,,,,,,,,,,,,
0.000409,1.526743407,,,,,,,,,,,,,,,
0.00041,1.526752886,,,,,,,,,,,,,,,
0.00041,1.526762365,,,,,,,,,,,,,,,
0.000411,1.526771844,,,,,,,,,,,,,,,
0.000411,1.526781323,,,,,,,,,,,,,,,
0.000412,1.526790803,,,,,,,,,,,,,,,
0.000413,1.526800282,,,,,,,,,,,,,,,
0.000413,1.526809762,,,,,,,,,,,,,,,
0.000414,1.526819242,,,,,,,,,,,,,,,
0.000414,1.526828722,,,,,,,,,,,,,,,
0.000415,1.526838202,,,,,,,,,,,,,,,
0.000415,1.526847682,,,,,,,,,,,,,,,
0.000416,1.526857162,,,,,,,,,,,,,,,
0.000416,1.526866642,,,,,,,,,,,,,,,
0.000417,1.526876123,,,,,,,,,,,,,,,
0.000418,1.526885603,,,,,,,,,,,,,,,
0.000418,1.526895084,,,,,,,,,,,,,,,
0.000419,1.526904565,,,,,,,,,,,,,,,
0.000419,1.526914045,,,,,,,,,,,,,,,
0.00042,1.526923526,,,,,,,,,,,,,,,
0.00042,1.526933007,,,,,,,,,,,,,,,
0.000421,1.526942489,,,,,,,,,,,,,,,
0.000421,1.52695197,,,,,,,,,,,,,,,
0.000422,1.526961451,,,,,,,,,,,,,,,
0.000423,1.526970933,,,,,,,,,,,,,,,
0.000423,1.526980415,,,,,,,,,,,,,,,
0.000424,1.526989896,,,,,,,,,,,,,,,
0.000424,1.526999378,,,,,,,,,,,,,,,
0.000425,1.52700886,,,,,,,,,,,,,,,
0.000425,1.527018342,,,,,,,,,,,,,,,
0.000426,1.527027825,,,,,,,,,,,,,,,
0.000427,1.527037307,,,,,,,,,,,,,,,
0.000427,1.527046789,,,,,,,,,,,,,,,
0.000428,1.527056272,,,,,,,,,,,,,,,
0.000428,1.527065755,,,,,,,,,,,,,,,
0.000429,1.527075237,,,,,,,,,,,,,,,
0.000429,1.52708472,,,,,,,,,,,,,,,
0.00043,1.527094203,,,,,,,,,,,,,,,
0.000431,1.527103687,,,,,,,,,,,,,,,
0.000431,1.52711317,,,,,,,,,,,,,,,
0.000432,1.527122653,,,,,,,,,,,,,,,
0.000432,1.527132137,,,,,,,,,,,,,,,
0.000433,1.52714162,,,,,,,,,,,,,,,
0.000433,1.527151104,,,,,,,,,,,,,,,
0.000434,1.527160588,,,,,,,,,,,,,,,
0.000435,1.527170072,,,,,,,,,,,,,,,
0.000435,1.527179556,,,,,,,,,,,,,,,
0.000436,1.52718904,,,,,,,,,,,,,,,
0.000436,1.527198524,,,,,,,,,,,,,,,
0.000437,1.527208009,,,,,,,,,,,,,,,
0.000438,1.527217493,,,,,,,,,,,,,,,
0.000438,1.527226978,,,,,,,,,,,,,,,
0.000439,1.527236463,,,,,,,,,,,,,,,
0.000439,1.527245948,,,,,,,,,,,,,,,
0.00044,1.527255433,,,,,,,,,,,,,,,
0.00044,1.527264918,,,,,,,,,,,,,,,
0.000441,1.527274403,,,,,,,,,,,,,,,
0.000442,1.527283888,,,,,,,,,,,,,,,
0.000442,1.527293374,,,,,,,,,,,,,,,
0.000443,1.527302859,,,,,,,,,,,,,,,
0.000443,1.527312345,,,,,,,,,,,,,,,
0.000444,1.527321831,,,,,,,,,,,,,,,
0.000445,1.527331317,,,,,,,,,,,,,,,
0.000445,1.527340803,,,,,,,,,,,,,,,
0.000446,1.527350289,,,,,,,,,,,,,,,
0.000446,1.527359775,,,,,,,,,,,,,,,
0.000447,1.527369262,,,,,,,,,,,,,,,
0.000448,1.527378748,,,,,,,,,,,,,,,
0.000448,1.527388235,,,,,,,,,,,,,,,
0.000449,1.527397722,,,,,,,,,,,,,,,
0.000449,1.527407209,,,,,,,,,,,,,,,
0.00045,1.527416696,,,,,,,,,,,,,,,
0.000451,1.527426183,,,,,,,,,,,,,,,
0.000451,1.52743567,,,,,,,,,,,,,,,
0.000452,1.527445158,,,,,,,,,,,,,,,
0.000452,1.527454645,,,,,,,,,,,,,,,
0.000453,1.527464133,,,,,,,,,,,,,,,
0.000454,1.52747362,,,,,,,,,,,,,,,
0.000454,1.527483108,,,,,,,,,,,,,,,
0.000455,1.527492596,,,,,,,,,,,,,,,
0.000455,1.527502084,,,,,,,,,,,,,,,
0.000456,1.527511573,,,,,,,,,,,,,,,
0.000457,1.527521061,,,,,,,,,,,,,,,
0.000457,1.527530549,,,,,,,,,,,,,,,
0.000458,1.527540038,,,,,,,,,,,,,,,
0.000458,1.527549527,,,,,,,,,,,,,,,
0.000459,1.527559016,,,,,,,,,,,,,,,
0.00046,1.527568505,,,,,,,,,,,,,,,
0.00046,1.527577994,,,,,,,,,,,,,,,
0.000461,1.527587483,,,,,,,,,,,,,,,
0.000462,1.527596972,,,,,,,,,,,,,,,
0.000462,1.527606462,,,,,,,,,,,,,,,
0.000463,1.527615951,,,,,,,,,,,,,,,
0.000463,1.527625441,,,,,,,,,,,,,,,
0.000464,1.527634931,,,,,,,,,,,,,,,
0.000465,1.527644421,,,,,,,,,,,,,,,
0.000465,1.527653911,,,,,,,,,,,,,,,
0.000466,1.527663401,,,,,,,,,,,,,,,
0.000466,1.527672891,,,,,,,,,,,,,,,
0.000467,1.527682382,,,,,,,,,,,,,,,
0.000468,1.527691872,,,,,,,,,,,,,,,
0.000468,1.527701363,,,,,,,,,,,,,,,
0.000469,1.527710854,,,,,,,,,,,,,,,
0.00047,1.527720345,,,,,,,,,,,,,,,
0.00047,1.527729836,,,,,,,,,,,,,,,
0.000471,1.527739327,,,,,,,,,,,,,,,
0.000471,1.527748819,,,,,,,,,,,,,,,
0.000472,1.52775831,,,,,,,,,,,,,,,
0.000473,1.527767802,,,,,,,,,,,,,,,
0.000473,1.527777293,,,,,,,,,,,,,,,
0.000474,1.527786785,,,,,,,,,,,,,,,
0.000475,1.527796277,,,,,,,,,,,,,,,
0.000475,1.527805769,,,,,,,,,,,,,,,
0.000476,1.527815262,,,,,,,,,,,,,,,
0.000477,1.527824754,,,,,,,,,,,,,,,
0.000477,1.527834246,,,,,,,,,,,,,,,
0.000478,1.527843739,,,,,,,,,,,,,,,
0.000478,1.527853232,,,,,,,,,,,,,,,
0.000479,1.527862725,,,,,,,,,,,,,,,
0.00048,1.527872218,,,,,,,,,,,,,,,
0.00048,1.527881711,,,,,,,,,,,,,,,
0.000481,1.527891204,,,,,,,,,,,,,,,
0.000482,1.527900697,,,,,,,,,,,,,,,
0.000482,1.527910191,,,,,,,,,,,,,,,
0.000483,1.527919684,,,,,,,,,,,,,,,
0.000484,1.527929178,,,,,,,,,,,,,,,
0.000484,1.527938672,,,,,,,,,,,,,,,
0.000485,1.527948166,,,,,,,,,,,,,,,
0.000486,1.52795766,,,,,,,,,,,,,,,
0.000486,1.527967155,,,,,,,,,,,,,,,
0.000487,1.527976649,,,,,,,,,,,,,,,
0.000487,1.527986143,,,,,,,,,,,,,,,
0.000488,1.527995638,,,,,,,,,,,,,,,
0.000489,1.528005133,,,,,,,,,,,,,,,
0.000489,1.528014628,,,,,,,,,,,,,,,
0.00049,1.528024123,,,,,,,,,,,,,,,
0.000491,1.528033618,,,,,,,,,,,,,,,
0.000491,1.528043113,,,,,,,,,,,,,,,
0.000492,1.528052609,,,,,,,,,,,,,,,
0.000493,1.528062105,,,,,,,,,,,,,,,
0.000493,1.5280716,,,,,,,,,,,,,,,
0.000494,1.528081096,,,,,,,,,,,,,,,
0.000495,1.528090592,,,,,,,,,,,,,,,
0.000495,1.528100088,,,,,,,,,,,,,,,
0.000496,1.528109584,,,,,,,,,,,,,,,
0.000497,1.528119081,,,,,,,,,,,,,,,
0.000497,1.528128577,,,,,,,,,,,,,,,
0.000498,1.528138074,,,,,,,,,,,,,,,
0.000499,1.528147571,,,,,,,,,,,,,,,
0.000499,1.528157068,,,,,,,,,,,,,,,
0.0005,1.528166565,,,,,,,,,,,,,,,
0.000501,1.528176062,,,,,,,,,,,,,,,
0.000501,1.528185559,,,,,,,,,,,,,,,
0.000502,1.528195057,,,,,,,,,,,,,,,
0.000503,1.528204554,,,,,,,,,,,,,,,
0.000503,1.528214052,,,,,,,,,,,,,,,
0.000504,1.52822355,,,,,,,,,,,,,,,
0.000505,1.528233048,,,,,,,,,,,,,,,
0.000505,1.528242546,,,,,,,,,,,,,,,
0.000506,1.528252044,,,,,,,,,,,,,,,
0.000507,1.528261543,,,,,,,,,,,,,,,
0.000507,1.528271041,,,,,,,,,,,,,,,
0.000508,1.52828054,,,,,,,,,,,,,,,
0.000509,1.528290039,,,,,,,,,,,,,,,
0.000509,1.528299538,,,,,,,,,,,,,,,
0.00051,1.528309037,,,,,,,,,,,,,,,
0.000511,1.528318536,,,,,,,,,,,,,,,
0.000512,1.528328035,,,,,,,,,,,,,,,
0.000512,1.528337535,,,,,,,,,,,,,,,
0.000513,1.528347034,,,,,,,,,,,,,,,
0.000514,1.528356534,,,,,,,,,,,,,,,
0.000514,1.528366034,,,,,,,,,,,,,,,
0.000515,1.528375534,,,,,,,,,,,,,,,
0.000516,1.528385034,,,,,,,,,,,,,,,
0.000516,1.528394534,,,,,,,,,,,,,,,
0.000517,1.528404035,,,,,,,,,,,,,,,
0.000518,1.528413536,,,,,,,,,,,,,,,
0.000518,1.528423036,,,,,,,,,,,,,,,
0.000519,1.528432537,,,,,,,,,,,,,,,
0.00052,1.528442038,,,,,,,,,,,,,,,
0.00052,1.528451539,,,,,,,,,,,,,,,
0.000521,1.528461041,,,,,,,,,,,,,,,
0.000522,1.528470542,,,,,,,,,,,,,,,
0.000523,1.528480044,,,,,,,,,,,,,,,
0.000523,1.528489545,,,,,,,,,,,,,,,
0.000524,1.528499047,,,,,,,,,,,,,,,
0.000525,1.528508549,,,,,,,,,,,,,,,
0.000525,1.528518051,,,,,,,,,,,,,,,
0.000526,1.528527553,,,,,,,,,,,,,,,
0.000527,1.528537056,,,,,,,,,,,,,,,
0.000527,1.528546558,,,,,,,,,,,,,,,
0.000528,1.528556061,,,,,,,,,,,,,,,
0.000529,1.528565564,,,,,,,,,,,,,,,
0.00053,1.528575067,,,,,,,,,,,,,,,
0.00053,1.52858457,,,,,,,,,,,,,,,
0.000531,1.528594073,,,,,,,,,,,,,,,
0.000532,1.528603577,,,,,,,,,,,,,,,
0.000532,1.52861308,,,,,,,,,,,,,,,
0.000533,1.528622584,,,,,,,,,,,,,,,
0.000534,1.528632088,,,,,,,,,,,,,,,
0.000535,1.528641592,,,,,,,,,,,,,,,
0.000535,1.528651096,,,,,,,,,,,,,,,
0.000536,1.5286606,,,,,,,,,,,,,,,
0.000537,1.528670104,,,,,,,,,,,,,,,
0.000537,1.528679609,,,,,,,,,,,,,,,
0.000538,1.528689114,,,,,,,,,,,,,,,
0.000539,1.528698618,,,,,,,,,,,,,,,
0.00054,1.528708123,,,,,,,,,,,,,,,
0.00054,1.528717628,,,,,,,,,,,,,,,
0.000541,1.528727134,,,,,,,,,,,,,,,
0.000542,1.528736639,,,,,,,,,,,,,,,
0.000542,1.528746145,,,,,,,,,,,,,,,
0.000543,1.52875565,,,,,,,,,,,,,,,
0.000544,1.528765156,,,,,,,,,,,,,,,
0.000545,1.528774662,,,,,,,,,,,,,,,
0.000545,1.528784168,,,,,,,,,,,,,,,
0.000546,1.528793675,,,,,,,,,,,,,,,
0.000547,1.528803181,,,,,,,,,,,,,,,
0.000548,1.528812688,,,,,,,,,,,,,,,
0.000548,1.528822194,,,,,,,,,,,,,,,
0.000549,1.528831701,,,,,,,,,,,,,,,
0.00055,1.528841208,,,,,,,,,,,,,,,
0.00055,1.528850715,,,,,,,,,,,,,,,
0.000551,1.528860223,,,,,,,,,,,,,,,
0.000552,1.52886973,,,,,,,,,,,,,,,
0.000553,1.528879238,,,,,,,,,,,,,,,
0.000553,1.528888745,,,,,,,,,,,,,,,
0.000554,1.528898253,,,,,,,,,,,,,,,
0.000555,1.528907761,,,,,,,,,,,,,,,
0.000556,1.52891727,,,,,,,,,,,,,,,
0.000556,1.528926778,,,,,,,,,,,,,,,
0.000557,1.528936286,,,,,,,,,,,,,,,
0.000558,1.528945795,,,,,,,,,,,,,,,
0.000559,1.528955304,,,,,,,,,,,,,,,
0.000559,1.528964813,,,,,,,,,,,,,,,
0.00056,1.528974322,,,,,,,,,,,,,,,
0.000561,1.528983831,,,,,,,,,,,,,,,
0.000562,1.52899334,,,,,,,,,,,,,,,
0.000562,1.52900285,,,,,,,,,,,,,,,
0.000563,1.52901236,,,,,,,,,,,,,,,
0.000564,1.52902187,,,,,,,,,,,,,,,
0.000565,1.529031379,,,,,,,,,,,,,,,
0.000565,1.52904089,,,,,,,,,,,,,,,
0.000566,1.5290504,,,,,,,,,,,,,,,
0.000567,1.52905991,,,,,,,,,,,,,,,
0.000568,1.529069421,,,,,,,,,,,,,,,
0.000568,1.529078932,,,,,,,,,,,,,,,
0.000569,1.529088443,,,,,,,,,,,,,,,
0.00057,1.529097954,,,,,,,,,,,,,,,
0.000571,1.529107465,,,,,,,,,,,,,,,
0.000571,1.529116976,,,,,,,,,,,,,,,
0.000572,1.529126488,,,,,,,,,,,,,,,
0.000573,1.529135999,,,,,,,,,,,,,,,
0.000574,1.529145511,,,,,,,,,,,,,,,
0.000575,1.529155023,,,,,,,,,,,,,,,
0.000575,1.529164535,,,,,,,,,,,,,,,
0.000576,1.529174048,,,,,,,,,,,,,,,
0.000577,1.52918356,,,,,,,,,,,,,,,
0.000578,1.529193073,,,,,,,,,,,,,,,
0.000578,1.529202585,,,,,,,,,,,,,,,
0.000579,1.529212098,,,,,,,,,,,,,,,
0.00058,1.529221611,,,,,,,,,,,,,,,
0.000581,1.529231124,,,,,,,,,,,,,,,
0.000581,1.529240638,,,,,,,,,,,,,,,
0.000582,1.529250151,,,,,,,,,,,,,,,
0.000583,1.529259665,,,,,,,,,,,,,,,
0.000584,1.529269179,,,,,,,,,,,,,,,
0.000585,1.529278693,,,,,,,,,,,,,,,
0.000585,1.529288207,,,,,,,,,,,,,,,
0.000586,1.529297721,,,,,,,,,,,,,,,
0.000587,1.529307236,,,,,,,,,,,,,,,
0.000588,1.52931675,,,,,,,,,,,,,,,
0.000589,1.529326265,,,,,,,,,,,,,,,
0.000589,1.52933578,,,,,,,,,,,,,,,
0.00059,1.529345295,,,,,,,,,,,,,,,
0.000591,1.52935481,,,,,,,,,,,,,,,
0.000592,1.529364326,,,,,,,,,,,,,,,
0.000592,1.529373841,,,,,,,,,,,,,,,
0.000593,1.529383357,,,,,,,,,,,,,,,
0.000594,1.529392873,,,,,,,,,,,,,,,
0.000595,1.529402389,,,,,,,,,,,,,,,
0.000596,1.529411905,,,,,,,,,,,,,,,
0.000596,1.529421421,,,,,,,,,,,,,,,
0.000597,1.529430938,,,,,,,,,,,,,,,
0.000598,1.529440455,,,,,,,,,,,,,,,
0.000599,1.529449971,,,,,,,,,,,,,,,
0.0006,1.529459488,,,,,,,,,,,,,,,
0.0006,1.529469006,,,,,,,,,,,,,,,
0.000601,1.529478523,,,,,,,,,,,,,,,
0.000602,1.52948804,,,,,,,,,,,,,,,
0.000603,1.529497558,,,,,,,,,,,,,,,
0.000604,1.529507076,,,,,,,,,,,,,,,
0.000604,1.529516594,,,,,,,,,,,,,,,
0.000605,1.529526112,,,,,,,,,,,,,,,
0.000606,1.52953563,,,,,,,,,,,,,,,
0.000607,1.529545149,,,,,,,,,,,,,,,
0.000608,1.529554667,,,,,,,,,,,,,,,
0.000608,1.529564186,,,,,,,,,,,,,,,
0.000609,1.529573705,,,,,,,,,,,,,,,
0.00061,1.529583224,,,,,,,,,,,,,,,
0.000611,1.529592743,,,,,,,,,,,,,,,
0.000612,1.529602263,,,,,,,,,,,,,,,
0.000613,1.529611782,,,,,,,,,,,,,,,
0.000613,1.529621302,,,,,,,,,,,,,,,
0.000614,1.529630822,,,,,,,,,,,,,,,
0.000615,1.529640342,,,,,,,,,,,,,,,
0.000616,1.529649862,,,,,,,,,,,,,,,
0.000617,1.529659383,,,,,,,,,,,,,,,
0.000618,1.529668903,,,,,,,,,,,,,,,
0.000618,1.529678424,,,,,,,,,,,,,,,
0.000619,1.529687945,,,,,,,,,,,,,,,
0.00062,1.529697466,,,,,,,,,,,,,,,
0.000621,1.529706987,,,,,,,,,,,,,,,
0.000622,1.529716509,,,,,,,,,,,,,,,
0.000622,1.52972603,,,,,,,,,,,,,,,
0.000623,1.529735552,,,,,,,,,,,,,,,
0.000624,1.529745074,,,,,,,,,,,,,,,
0.000625,1.529754596,,,,,,,,,,,,,,,
0.000626,1.529764118,,,,,,,,,,,,,,,
0.000627,1.52977364,,,,,,,,,,,,,,,
0.000627,1.529783163,,,,,,,,,,,,,,,
0.000628,1.529792686,,,,,,,,,,,,,,,
0.000629,1.529802209,,,,,,,,,,,,,,,
0.00063,1.529811732,,,,,,,,,,,,,,,
0.000631,1.529821255,,,,,,,,,,,,,,,
0.000632,1.529830778,,,,,,,,,,,,,,,
0.000633,1.529840302,,,,,,,,,,,,,,,
0.000633,1.529849826,,,,,,,,,,,,,,,
0.000634,1.52985935,,,,,,,,,,,,,,,
0.000635,1.529868874,,,,,,,,,,,,,,,
0.000636,1.529878398,,,,,,,,,,,,,,,
0.000637,1.529887922,,,,,,,,,,,,,,,
0.000638,1.529897447,,,,,,,,,,,,,,,
0.000638,1.529906972,,,,,,,,,,,,,,,
0.000639,1.529916497,,,,,,,,,,,,,,,
0.00064,1.529926022,,,,,,,,,,,,,,,
0.000641,1.529935547,,,,,,,,,,,,,,,
0.000642,1.529945073,,,,,,,,,,,,,,,
0.000643,1.529954598,,,,,,,,,,,,,,,
0.000644,1.529964124,,,,,,,,,,,,,,,
0.000644,1.52997365,,,,,,,,,,,,,,,
0.000645,1.529983176,,,,,,,,,,,,,,,
0.000646,1.529992702,,,,,,,,,,,,,,,
0.000647,1.530002229,,,,,,,,,,,,,,,
0.000648,1.530011756,,,,,,,,,,,,,,,
0.000649,1.530021282,,,,,,,,,,,,,,,
0.00065,1.530030809,,,,,,,,,,,,,,,
0.000651,1.530040337,,,,,,,,,,,,,,,
0.000651,1.530049864,,,,,,,,,,,,,,,
0.000652,1.530059391,,,,,,,,,,,,,,,
0.000653,1.530068919,,,,,,,,,,,,,,,
0.000654,1.530078447,,,,,,,,,,,,,,,
0.000655,1.530087975,,,,,,,,,,,,,,,
0.000656,1.530097503,,,,,,,,,,,,,,,
0.000657,1.530107032,,,,,,,,,,,,,,,
0.000658,1.53011656,,,,,,,,,,,,,,,
0.000658,1.530126089,,,,,,,,,,,,,,,
0.000659,1.530135618,,,,,,,,,,,,,,,
0.00066,1.530145147,,,,,,,,,,,,,,,
0.000661,1.530154676,,,,,,,,,,,,,,,
0.000662,1.530164206,,,,,,,,,,,,,,,
0.000663,1.530173735,,,,,,,,,,,,,,,
0.000664,1.530183265,,,,,,,,,,,,,,,
0.000665,1.530192795,,,,,,,,,,,,,,,
0.000665,1.530202325,,,,,,,,,,,,,,,
0.000666,1.530211856,,,,,,,,,,,,,,,
0.000667,1.530221386,,,,,,,,,,,,,,,
0.000668,1.530230917,,,,,,,,,,,,,,,
0.000669,1.530240448,,,,,,,,,,,,,,,
0.00067,1.530249979,,,,,,,,,,,,,,,
0.000671,1.53025951,,,,,,,,,,,,,,,
0.000672,1.530269042,,,,,,,,,,,,,,,
0.000673,1.530278573,,,,,,,,,,,,,,,
0.000674,1.530288105,,,,,,,,,,,,,,,
0.000674,1.530297637,,,,,,,,,,,,,,,
0.000675,1.530307169,,,,,,,,,,,,,,,
0.000676,1.530316701,,,,,,,,,,,,,,,
0.000677,1.530326234,,,,,,,,,,,,,,,
0.000678,1.530335767,,,,,,,,,,,,,,,
0.000679,1.5303453,,,,,,,,,,,,,,,
0.00068,1.530354833,,,,,,,,,,,,,,,
0.000681,1.530364366,,,,,,,,,,,,,,,
0.000682,1.530373899,,,,,,,,,,,,,,,
0.000683,1.530383433,,,,,,,,,,,,,,,
0.000683,1.530392967,,,,,,,,,,,,,,,
0.000684,1.530402501,,,,,,,,,,,,,,,
0.000685,1.530412035,,,,,,,,,,,,,,,
0.000686,1.530421569,,,,,,,,,,,,,,,
0.000687,1.530431104,,,,,,,,,,,,,,,
0.000688,1.530440638,,,,,,,,,,,,,,,
0.000689,1.530450173,,,,,,,,,,,,,,,
0.00069,1.530459708,,,,,,,,,,,,,,,
0.000691,1.530469243,,,,,,,,,,,,,,,
0.000692,1.530478779,,,,,,,,,,,,,,,
0.000693,1.530488315,,,,,,,,,,,,,,,
0.000694,1.53049785,,,,,,,,,,,,,,,
0.000695,1.530507386,,,,,,,,,,,,,,,
0.000695,1.530516922,,,,,,,,,,,,,,,
0.000696,1.530526459,,,,,,,,,,,,,,,
0.000697,1.530535995,,,,,,,,,,,,,,,
0.000698,1.530545532,,,,,,,,,,,,,,,
0.000699,1.530555069,,,,,,,,,,,,,,,
0.0007,1.530564606,,,,,,,,,,,,,,,
0.000701,1.530574143,,,,,,,,,,,,,,,
0.000702,1.530583681,,,,,,,,,,,,,,,
0.000703,1.530593219,,,,,,,,,,,,,,,
0.000704,1.530602756,,,,,,,,,,,,,,,
0.000705,1.530612295,,,,,,,,,,,,,,,
0.000706,1.530621833,,,,,,,,,,,,,,,
0.000707,1.530631371,,,,,,,,,,,,,,,
0.000708,1.53064091,,,,,,,,,,,,,,,
0.000709,1.530650449,,,,,,,,,,,,,,,
0.00071,1.530659988,,,,,,,,,,,,,,,
0.00071,1.530669527,,,,,,,,,,,,,,,
0.000711,1.530679066,,,,,,,,,,,,,,,
0.000712,1.530688606,,,,,,,,,,,,,,,
0.000713,1.530698145,,,,,,,,,,,,,,,
0.000714,1.530707685,,,,,,,,,,,,,,,
0.000715,1.530717226,,,,,,,,,,,,,,,
0.000716,1.530726766,,,,,,,,,,,,,,,
0.000717,1.530736306,,,,,,,,,,,,,,,
0.000718,1.530745847,,,,,,,,,,,,,,,
0.000719,1.530755388,,,,,,,,,,,,,,,
0.00072,1.530764929,,,,,,,,,,,,,,,
0.000721,1.53077447,,,,,,,,,,,,,,,
0.000722,1.530784012,,,,,,,,,,,,,,,
0.000723,1.530793554,,,,,,,,,,,,,,,
0.000724,1.530803095,,,,,,,,,,,,,,,
0.000725,1.530812637,,,,,,,,,,,,,,,
0.000726,1.53082218,,,,,,,,,,,,,,,
0.000727,1.530831722,,,,,,,,,,,,,,,
0.000728,1.530841265,,,,,,,,,,,,,,,
0.000729,1.530850808,,,,,,,,,,,,,,,
0.00073,1.530860351,,,,,,,,,,,,,,,
0.000731,1.530869894,,,,,,,,,,,,,,,
0.000732,1.530879437,,,,,,,,,,,,,,,
0.000733,1.530888981,,,,,,,,,,,,,,,
0.000734,1.530898525,,,,,,,,,,,,,,,
0.000735,1.530908069,,,,,,,,,,,,,,,
0.000736,1.530917613,,,,,,,,,,,,,,,
0.000737,1.530927157,,,,,,,,,,,,,,,
0.000738,1.530936702,,,,,,,,,,,,,,,
0.000739,1.530946247,,,,,,,,,,,,,,,
0.00074,1.530955792,,,,,,,,,,,,,,,
0.000741,1.530965337,,,,,,,,,,,,,,,
0.000741,1.530974882,,,,,,,,,,,,,,,
0.000742,1.530984428,,,,,,,,,,,,,,,
0.000743,1.530993974,,,,,,,,,,,,,,,
0.000744,1.53100352,,,,,,,,,,,,,,,
0.000745,1.531013066,,,,,,,,,,,,,,,
0.000746,1.531022612,,,,,,,,,,,,,,,
0.000747,1.531032159,,,,,,,,,,,,,,,
0.000748,1.531041706,,,,,,,,,,,,,,,
0.000749,1.531051253,,,,,,,,,,,,,,,
0.00075,1.5310608,,,,,,,,,,,,,,,
0.000751,1.531070347,,,,,,,,,,,,,,,
0.000752,1.531079895,,,,,,,,,,,,,,,
0.000753,1.531089443,,,,,,,,,,,,,,,
0.000754,1.531098991,,,,,,,,,,,,,,,
0.000755,1.531108539,,,,,,,,,,,,,,,
0.000756,1.531118087,,,,,,,,,,,,,,,
0.000758,1.531127636,,,,,,,,,,,,,,,
0.000759,1.531137185,,,,,,,,,,,,,,,
